age;job;marital;education;balance;housing;loan;month;duration;campaign;pdays
44;blue-collar;married;primary;-14;yes;yes;may;179;4;-1
49;services;married;secondary;5673;no;yes;aug;357;3;-1
41;blue-collar;married;secondary;1459;no;no;jun;82;1;-1
48;technician;married;tertiary;0;no;no;aug;176;15;-1
31;management;married;secondary;625;yes;no;apr;424;1;138
37;student;married;unknown;0;no;no;jun;115;1;-1
51;services;married;secondary;867;yes;no;feb;177;2;211
80;retired;married;secondary;8304;no;no;jun;712;1;64
32;management;single;tertiary;151;yes;no;may;118;1;-1
48;services;married;primary;-583;yes;no;jun;25;7;-1
49;blue-collar;married;tertiary;1784;no;no;jun;753;1;-1
30;management;married;tertiary;3134;yes;no;jul;124;1;-1
27;self-employed;single;secondary;49;yes;no;jan;208;2;-1
34;technician;married;secondary;-346;no;no;aug;136;4;-1
49;management;married;secondary;1623;yes;no;nov;1081;2;-1
48;management;married;tertiary;60;no;no;may;376;2;339
40;services;married;secondary;17;no;no;jun;78;1;-1
38;blue-collar;married;secondary;2008;yes;no;nov;354;1;-1
46;blue-collar;married;primary;91;yes;no;may;29;1;356
41;entrepreneur;married;tertiary;171;yes;no;nov;209;1;191
28;management;single;tertiary;1027;yes;no;may;433;1;-1
51;services;married;unknown;5801;yes;no;may;147;2;-1
33;blue-collar;divorced;primary;142;yes;no;may;41;2;300
26;management;single;tertiary;205;no;no;may;111;1;-1
34;admin.;single;secondary;852;no;no;apr;108;2;-1
27;blue-collar;married;secondary;-584;yes;no;may;411;2;-1
42;self-employed;married;secondary;97;no;no;jul;108;2;-1
45;admin.;married;secondary;204;yes;no;jun;224;2;-1
31;technician;single;secondary;628;yes;no;may;1083;2;-1
32;management;single;tertiary;311;no;no;may;757;2;-1
39;blue-collar;married;primary;1564;no;no;jun;57;1;-1
26;blue-collar;single;secondary;856;yes;yes;jul;95;5;-1
40;management;single;tertiary;1509;no;no;mar;144;2;124
52;services;married;secondary;-888;no;no;jul;135;1;-1
40;technician;single;tertiary;226;no;no;jan;176;2;-1
48;technician;married;secondary;127;no;yes;aug;524;5;-1
31;services;married;secondary;413;yes;no;may;65;1;-1
27;admin.;married;secondary;710;yes;yes;may;653;1;334
47;technician;married;secondary;1233;yes;no;sep;91;1;100
28;management;single;secondary;171;no;no;mar;93;1;-1
40;management;divorced;tertiary;69;yes;no;may;503;2;280
34;admin.;married;secondary;1499;yes;no;apr;186;1;327
29;self-employed;married;tertiary;751;yes;no;may;121;2;-1
36;management;married;tertiary;61;no;yes;aug;452;2;-1
83;retired;married;primary;425;no;no;jun;883;1;140
55;services;divorced;primary;2923;yes;no;may;104;2;-1
43;management;divorced;tertiary;99;no;no;jan;24;3;-1
23;student;single;secondary;1021;no;no;jun;79;9;-1
44;technician;married;tertiary;1146;no;no;jul;178;2;-1
58;blue-collar;married;primary;781;yes;no;may;74;2;-1
29;admin.;single;secondary;1448;no;no;mar;217;1;184
30;management;single;tertiary;604;no;yes;feb;475;1;-1
29;admin.;single;secondary;-194;yes;no;may;127;1;-1
41;technician;married;secondary;0;no;no;mar;101;1;-1
35;housemaid;married;primary;0;yes;no;jul;340;3;-1
31;technician;single;secondary;1014;yes;no;jul;158;4;-1
27;admin.;single;tertiary;73;no;no;jan;242;1;-1
47;services;married;secondary;2597;yes;no;may;323;1;-1
53;self-employed;married;tertiary;2627;yes;yes;jun;18;30;-1
34;management;married;tertiary;1906;yes;no;jul;68;3;-1
34;blue-collar;married;primary;-319;yes;yes;jul;134;4;-1
36;management;married;tertiary;-296;yes;no;may;113;3;-1
40;technician;married;secondary;169;yes;no;aug;43;4;-1
37;self-employed;single;tertiary;556;no;no;jun;200;2;-1
65;retired;divorced;unknown;300;no;no;aug;245;2;-1
53;technician;divorced;secondary;751;yes;no;may;343;4;-1
28;technician;single;secondary;126;no;no;mar;229;1;-1
33;technician;divorced;tertiary;-386;yes;no;may;530;1;-1
56;blue-collar;married;primary;379;no;no;aug;58;5;-1
45;self-employed;married;secondary;706;no;no;apr;78;2;176
39;technician;married;secondary;9121;no;no;jun;147;1;-1
28;management;single;tertiary;1466;yes;no;jul;40;1;-1
36;blue-collar;married;primary;0;yes;no;nov;618;2;-1
41;blue-collar;married;primary;951;yes;no;apr;23;4;-1
46;admin.;married;secondary;368;no;no;aug;293;1;90
41;blue-collar;married;secondary;121;yes;no;may;16;6;176
59;services;married;secondary;204;no;no;jul;286;2;-1
24;admin.;married;secondary;299;yes;no;may;209;1;321
34;management;married;tertiary;4170;yes;no;may;935;1;-1
40;blue-collar;married;primary;-335;yes;no;may;260;1;-1
42;admin.;married;secondary;3165;yes;no;jun;298;4;-1
50;services;married;secondary;254;yes;no;apr;397;2;337
25;management;single;tertiary;553;yes;no;sep;113;4;479
51;services;divorced;secondary;518;yes;no;nov;76;1;-1
50;management;married;tertiary;85;no;yes;jun;141;1;-1
37;blue-collar;married;unknown;603;yes;no;may;773;2;-1
21;services;single;secondary;361;no;no;jun;329;1;95
52;blue-collar;married;secondary;-98;yes;no;may;423;1;-1
55;retired;married;primary;4424;no;no;aug;67;4;-1
26;technician;single;secondary;2610;yes;yes;jun;626;1;-1
38;technician;married;tertiary;3234;no;no;nov;578;2;-1
32;blue-collar;married;secondary;687;yes;no;may;61;1;-1
31;blue-collar;married;secondary;631;yes;no;may;248;4;-1
34;technician;single;secondary;341;no;yes;jan;136;1;262
33;technician;single;tertiary;316;no;no;aug;126;3;-1
35;technician;married;secondary;2;no;no;jan;653;3;-1
44;management;married;unknown;415;yes;no;may;7;7;-1
48;management;divorced;tertiary;507;yes;no;apr;528;1;-1
29;blue-collar;married;secondary;912;yes;no;may;785;1;-1
50;management;married;tertiary;0;no;no;jul;243;5;-1
37;blue-collar;married;primary;37;yes;no;may;24;2;362
44;admin.;single;secondary;2524;no;no;jun;82;1;-1
36;unemployed;single;tertiary;9019;yes;no;jun;952;3;-1
49;blue-collar;divorced;unknown;39;yes;no;may;27;5;-1
31;blue-collar;married;secondary;0;yes;no;may;143;1;-1
49;technician;divorced;secondary;265;yes;no;may;274;6;-1
35;blue-collar;single;secondary;0;yes;no;apr;1174;1;345
57;admin.;divorced;unknown;4012;no;no;nov;915;1;-1
42;blue-collar;married;primary;1520;yes;no;feb;115;1;-1
36;blue-collar;divorced;secondary;-140;yes;no;may;222;2;-1
75;retired;divorced;primary;852;no;no;mar;341;1;-1
38;blue-collar;single;secondary;578;yes;no;may;112;2;-1
40;blue-collar;married;primary;0;yes;no;may;64;2;-1
38;services;single;secondary;2253;yes;no;may;937;3;-1
34;management;single;tertiary;1171;yes;no;jul;129;1;-1
29;technician;single;tertiary;452;yes;no;may;59;1;-1
28;admin.;married;secondary;-97;yes;no;jan;79;1;225
79;retired;married;secondary;4738;no;no;jul;151;5;-1
51;admin.;divorced;secondary;467;yes;no;may;83;1;-1
32;student;single;tertiary;0;no;no;aug;101;5;3
36;management;married;tertiary;495;no;no;aug;157;3;97
38;entrepreneur;married;secondary;157;no;yes;may;57;11;366
49;self-employed;married;secondary;358;yes;yes;may;176;3;-1
42;services;married;secondary;292;yes;no;may;222;3;-1
43;blue-collar;married;primary;7343;yes;no;jun;217;4;-1
34;blue-collar;married;secondary;-563;yes;no;may;252;1;-1
59;retired;single;secondary;351;yes;no;may;1063;5;-1
35;unknown;married;primary;365;no;no;aug;41;2;-1
33;blue-collar;single;secondary;13494;yes;no;jun;27;25;-1
34;admin.;single;secondary;846;yes;no;apr;758;2;-1
64;retired;married;secondary;1574;no;no;jul;301;3;-1
34;entrepreneur;married;tertiary;-28;yes;no;jul;574;1;-1
77;retired;married;tertiary;0;no;no;oct;847;1;60
57;retired;married;primary;2927;no;yes;jul;78;5;-1
30;blue-collar;married;secondary;501;yes;yes;may;514;1;-1
56;housemaid;divorced;primary;1238;no;no;jun;1558;1;-1
49;unknown;married;unknown;301;no;no;aug;789;2;-1
73;retired;married;primary;1388;no;no;jul;146;3;190
39;technician;single;secondary;102;yes;no;aug;272;2;-1
57;technician;divorced;primary;13;yes;no;may;323;2;368
32;self-employed;married;secondary;413;yes;no;jul;712;2;-1
32;technician;single;tertiary;4665;yes;no;may;860;2;-1
45;admin.;married;secondary;638;yes;no;aug;75;9;-1
32;blue-collar;married;secondary;101;yes;no;may;191;4;-1
31;management;married;tertiary;1224;yes;yes;jul;1441;2;-1
49;self-employed;married;secondary;1103;no;no;aug;428;2;-1
29;services;married;secondary;3748;no;no;may;322;3;-1
55;technician;married;secondary;955;yes;no;jan;104;1;-1
30;admin.;married;secondary;518;yes;no;may;127;1;-1
45;services;single;primary;1893;yes;no;jun;1259;6;-1
39;technician;married;tertiary;14;no;no;jan;114;2;-1
36;admin.;married;secondary;-423;yes;yes;may;106;1;-1
33;management;married;tertiary;3696;no;no;nov;305;1;182
36;management;married;tertiary;2987;yes;no;aug;307;1;-1
31;technician;single;secondary;433;no;no;aug;1504;2;-1
36;technician;married;unknown;756;no;no;jul;396;3;-1
38;technician;single;tertiary;0;yes;no;jun;71;1;-1
33;unknown;married;secondary;2727;no;no;aug;205;3;-1
40;technician;married;secondary;93;yes;no;may;134;2;-1
31;blue-collar;married;secondary;1766;no;yes;jun;166;2;-1
39;services;married;secondary;124;yes;no;jul;81;5;-1
33;admin.;married;tertiary;69;no;yes;may;77;2;-1
53;services;divorced;secondary;0;no;no;mar;80;2;-1
38;management;married;tertiary;0;yes;no;may;537;5;303
59;technician;married;secondary;259;no;no;jun;415;1;89
55;blue-collar;married;primary;4103;no;no;nov;291;1;-1
38;technician;single;tertiary;744;yes;no;may;283;1;288
48;services;married;secondary;116;yes;no;apr;70;4;-1
53;blue-collar;married;secondary;70;yes;no;may;611;2;-1
44;admin.;divorced;secondary;432;no;no;feb;132;3;-1
57;management;married;tertiary;1172;no;no;jun;26;1;-1
29;blue-collar;single;secondary;9;yes;no;may;262;3;-1
31;services;married;secondary;428;yes;no;may;272;1;-1
35;technician;single;tertiary;7546;yes;no;dec;137;1;122
31;blue-collar;married;primary;620;no;no;mar;95;1;-1
35;self-employed;married;tertiary;8647;no;no;nov;140;2;-1
40;management;single;secondary;192;yes;no;may;71;11;-1
39;blue-collar;married;secondary;0;yes;no;may;502;1;7
43;technician;single;tertiary;27733;yes;no;jun;164;7;-1
44;entrepreneur;married;primary;276;yes;yes;may;219;1;-1
29;technician;single;secondary;113;no;no;feb;328;2;183
40;technician;married;secondary;782;yes;no;may;224;2;-1
33;entrepreneur;married;primary;82;yes;no;nov;63;2;-1
46;management;married;tertiary;1008;no;no;aug;24;13;-1
27;unknown;single;tertiary;6421;no;no;jan;147;4;-1
26;admin.;single;secondary;443;no;no;jul;84;3;-1
41;technician;married;secondary;351;yes;no;jul;175;1;-1
34;technician;married;tertiary;5060;yes;no;aug;12;21;-1
39;technician;single;tertiary;-41;no;yes;aug;40;15;-1
27;services;single;secondary;-124;no;no;jul;217;1;-1
31;blue-collar;married;secondary;79;yes;yes;jul;235;11;-1
44;unemployed;single;secondary;3945;no;no;jan;255;1;-1
55;retired;married;tertiary;197;no;yes;jul;256;1;-1
51;blue-collar;divorced;primary;837;no;no;jul;41;2;-1
50;management;married;tertiary;-94;no;yes;jun;75;1;-1
30;services;married;secondary;1743;yes;no;feb;192;4;-1
46;technician;married;secondary;57;no;no;may;796;1;-1
49;admin.;married;secondary;635;no;no;aug;220;3;-1
56;retired;married;secondary;-113;yes;yes;aug;614;2;-1
47;admin.;divorced;secondary;225;no;no;aug;1126;4;-1
30;admin.;married;secondary;124;no;no;jun;161;2;-1
36;entrepreneur;single;secondary;475;no;no;jul;141;3;-1
40;management;married;tertiary;-7;no;yes;jul;697;1;-1
37;technician;single;secondary;375;no;no;jun;223;2;-1
42;admin.;divorced;secondary;936;no;no;jan;931;1;-1
45;technician;married;secondary;1415;yes;no;nov;483;1;116
34;unemployed;single;secondary;0;no;no;nov;63;2;-1
27;admin.;single;secondary;3638;no;no;jul;271;5;-1
30;blue-collar;married;secondary;-99;yes;no;may;144;5;-1
32;technician;married;secondary;167;yes;yes;aug;79;3;-1
46;housemaid;married;primary;19;yes;no;jul;171;1;-1
29;self-employed;married;tertiary;242;yes;no;jul;73;4;-1
53;unknown;married;unknown;13;no;no;jan;69;1;-1
32;technician;married;secondary;286;no;no;apr;60;1;343
49;unemployed;married;secondary;769;yes;no;may;257;1;-1
35;management;married;tertiary;93;no;no;may;198;2;88
38;blue-collar;married;secondary;1663;yes;no;apr;217;3;327
39;entrepreneur;married;primary;238;yes;yes;nov;134;1;-1
34;technician;single;secondary;2178;yes;no;may;41;1;-1
42;blue-collar;married;primary;792;yes;yes;nov;611;2;175
35;blue-collar;single;unknown;871;yes;no;jun;216;3;-1
60;admin.;married;secondary;1025;no;no;aug;388;8;-1
57;technician;divorced;secondary;63;yes;no;may;242;1;-1
31;blue-collar;single;secondary;16;no;no;jul;387;1;-1
29;management;single;secondary;417;no;no;oct;90;1;-1
41;services;married;secondary;3992;yes;no;nov;281;2;-1
46;blue-collar;married;primary;2749;yes;no;nov;332;1;-1
33;technician;married;secondary;133;no;no;may;218;1;-1
32;blue-collar;single;secondary;1721;yes;no;may;650;2;-1
54;management;divorced;tertiary;2171;yes;yes;nov;1034;1;-1
37;services;married;secondary;4760;yes;no;may;182;2;169
32;technician;single;secondary;2979;no;no;may;156;1;-1
43;management;married;tertiary;690;yes;no;aug;171;3;-1
50;blue-collar;divorced;secondary;203;yes;no;nov;265;1;127
34;blue-collar;married;secondary;322;yes;no;apr;10;3;-1
31;admin.;divorced;secondary;1210;no;no;jul;350;1;-1
43;self-employed;married;secondary;634;yes;no;nov;65;1;131
49;entrepreneur;married;secondary;273;no;no;jul;58;1;-1
22;student;single;unknown;47;no;no;jul;69;3;-1
35;management;married;tertiary;1100;no;yes;jan;127;2;-1
56;admin.;married;secondary;0;yes;no;nov;154;2;-1
53;blue-collar;married;secondary;0;no;no;jul;36;4;-1
54;entrepreneur;married;tertiary;1544;no;yes;feb;85;7;196
32;services;single;unknown;6145;yes;no;may;362;1;287
41;self-employed;married;secondary;28;yes;no;may;49;1;-1
40;blue-collar;married;secondary;1012;yes;no;may;410;1;-1
33;blue-collar;married;primary;245;yes;yes;may;253;3;-1
33;management;single;tertiary;1998;no;no;nov;570;1;-1
34;blue-collar;married;secondary;3990;yes;no;jul;633;7;-1
36;services;married;secondary;1328;yes;no;jun;82;4;-1
34;entrepreneur;married;tertiary;412;yes;yes;jul;164;1;-1
55;management;married;primary;229;no;yes;jun;175;3;-1
28;student;single;tertiary;1562;no;no;feb;659;4;-1
29;admin.;single;secondary;3432;yes;no;apr;139;2;-1
31;admin.;single;secondary;144;yes;no;jul;43;11;-1
52;management;married;tertiary;1339;yes;no;aug;343;5;-1
54;services;married;unknown;386;no;yes;nov;74;1;152
43;blue-collar;married;primary;7727;yes;no;may;302;8;-1
55;entrepreneur;married;secondary;204;no;no;jul;455;13;-1
28;blue-collar;divorced;unknown;101;yes;no;may;126;4;-1
45;unemployed;divorced;secondary;728;yes;yes;nov;107;1;-1
45;entrepreneur;married;primary;2418;yes;no;may;120;1;-1
51;management;married;tertiary;2934;yes;no;nov;727;4;-1
42;technician;single;secondary;0;yes;no;may;275;4;-1
43;unknown;single;unknown;181;no;no;jan;41;1;-1
34;management;married;tertiary;176;no;no;aug;61;4;-1
36;blue-collar;married;primary;49;yes;no;may;232;2;365
37;blue-collar;married;secondary;2023;yes;no;jul;214;1;-1
50;blue-collar;married;secondary;372;yes;no;may;21;1;-1
42;management;divorced;unknown;7702;no;no;feb;138;2;-1
34;blue-collar;single;primary;464;yes;no;may;173;1;299
48;management;married;secondary;117;yes;no;apr;635;1;-1
47;admin.;married;secondary;104;yes;yes;jul;77;2;-1
40;management;married;tertiary;1041;yes;no;jun;73;1;-1
37;management;married;tertiary;539;no;no;jan;540;2;115
38;blue-collar;married;primary;0;yes;no;jun;179;2;-1
29;technician;single;tertiary;406;yes;no;jul;119;1;-1
46;blue-collar;married;primary;2558;yes;no;nov;107;1;167
26;blue-collar;married;secondary;484;yes;no;may;48;2;-1
30;services;single;tertiary;3516;yes;no;may;447;4;-1
42;blue-collar;married;secondary;5639;yes;no;jul;430;2;-1
42;management;single;tertiary;100;no;no;aug;64;2;-1
31;admin.;single;secondary;1306;yes;no;may;217;5;-1
37;management;single;tertiary;815;yes;no;may;77;1;-1
26;blue-collar;married;secondary;245;yes;no;may;16;11;-1
54;blue-collar;married;unknown;191;no;no;aug;753;2;-1
70;retired;married;secondary;2815;no;no;apr;125;2;182
29;self-employed;single;secondary;3672;yes;yes;may;1210;1;-1
50;services;married;secondary;1572;yes;no;jul;185;1;-1
60;unemployed;divorced;secondary;385;yes;no;feb;80;1;-1
32;technician;single;secondary;29;no;no;aug;156;2;-1
32;technician;married;secondary;84;no;yes;jul;403;3;-1
34;self-employed;single;tertiary;876;yes;no;nov;145;2;-1
48;services;single;primary;1499;yes;no;may;17;7;-1
25;student;married;tertiary;0;yes;no;jul;160;1;-1
32;management;married;secondary;6217;yes;yes;nov;486;2;181
32;blue-collar;married;primary;329;yes;no;feb;321;1;-1
47;admin.;divorced;secondary;162;yes;no;may;203;4;-1
32;technician;married;unknown;14533;no;no;dec;646;3;198
49;management;single;tertiary;151;yes;no;jul;97;3;-1
53;services;married;secondary;-2;yes;yes;apr;144;2;-1
41;blue-collar;single;unknown;4684;no;no;jun;30;6;-1
47;management;divorced;tertiary;1149;no;yes;jul;82;2;-1
35;blue-collar;married;primary;11;yes;no;may;326;4;-1
33;management;single;secondary;8004;no;no;nov;414;3;-1
49;blue-collar;married;primary;1019;yes;no;apr;285;5;-1
46;management;divorced;tertiary;1297;no;no;aug;716;3;-1
29;management;divorced;tertiary;415;yes;yes;may;449;4;-1
58;self-employed;married;primary;671;yes;no;jun;16;3;-1
40;admin.;single;secondary;2378;yes;no;jun;65;1;-1
34;management;married;tertiary;417;yes;no;nov;138;1;-1
60;retired;married;primary;71;no;no;jul;121;3;-1
43;management;married;tertiary;1188;no;no;may;140;2;-1
50;blue-collar;married;primary;8139;yes;no;aug;256;6;-1
33;blue-collar;married;secondary;249;yes;no;jul;61;4;-1
37;blue-collar;married;primary;689;yes;no;jul;367;2;-1
55;self-employed;married;secondary;203;yes;no;may;9;5;174
45;blue-collar;single;primary;-183;no;yes;jul;395;4;-1
47;blue-collar;married;primary;3451;no;yes;nov;125;2;-1
58;technician;married;secondary;116;no;no;jun;580;3;-1
36;services;married;secondary;1746;yes;no;apr;15;1;316
55;technician;married;secondary;0;yes;no;may;119;2;-1
31;blue-collar;married;secondary;897;yes;no;may;26;2;-1
38;technician;married;secondary;821;yes;yes;nov;224;2;180
42;blue-collar;married;secondary;130;yes;no;may;285;1;-1
32;management;divorced;tertiary;1;yes;no;may;399;4;-1
39;blue-collar;married;secondary;8;no;no;jul;88;3;-1
41;technician;married;secondary;55;yes;no;aug;185;4;-1
